query,expected_response,generated_response,time_taken,rougeL_precision,rougeL_recall,rougeL_f1,bleu_score,similarity,bertscore_precision,bertscore_recall,bertscore_f1
Điểm chuẩn ngành Quản lý công theo phương thức ĐGNL V-SAT là bao nhiêu?,Điểm chuẩn ngành Quản lý công theo phương thức ĐGNL V-SAT là 255.,Điểm chuẩn ngành Quản lý công Đại học Mở TP.HCM theo phương thức ĐGNL V-SAT Điểm chuẩn ngành Quản lý công theo phương thức ĐGNL V-SAT năm 2024 của trường Đại học Mở Thành phố Hồ Chí Minh là: 255 .,2.68,0.3333333333333333,1.0,0.5,0.27240268049293653,0.6946412324905396,0.7681299448013306,0.8498309850692749,0.806917667388916
Cách tính điểm xét tuyển học bạ,Bạn có thể dùng công cụ tính điểm xét tuyển học bạ tại oucommunity.dev/tinh-diem-xet-tuyen/.,"Thông tin về cách tính điểm xét tuyển học bạ vào Đại học Mở TP.HCM Chào bạn, để cung cấp thông tin chính xác nhất về cách tính điểm xét tuyển học bạ vào Đại học Mở TP.HCM, vui lòng cho biết bạn quan tâm đến ngành học nào và bạn muốn biết cụ thể cách tính điểm như thế nào (ví dụ: điểm trung bình các môn, cách tính điểm ưu tiên, v.v.). Lưu ý quan trọng: Năm 2025, Trường Đại học Mở TP. HCM không xét tuyển học bạ hệ chính quy. Các thông tin dưới đây chỉ mang tính tham khảo. Các phương thức xét tuyển học bạ (tham khảo dự kiến năm 2025): Phương thức 1: Xét học bạ HSG 3 năm THPT có Chứng chỉ ngoại ngữ: Điều kiện đăng ký: Tốt nghiệp THPT năm 2025. Hạnh kiểm tốt 2 năm lớp 10, lớp 11 và 12. Kết quả học lực 2 năm lớp 10, lớp 11 và học kỳ 1 năm lớp 12 đạt loại giỏi. Ngưỡng đảm bảo chất lượng đầu vào: Học sinh Giỏi nhóm 1: Tổng 3 môn trong tổ hợp xét tuyển từ 20,0 điểm (không nhân hệ số, không cộng điểm ưu tiên). Học sinh Giỏi nhóm 2: Tổng 3 môn trong tổ hợp xét tuyển từ 22,0 điểm trở lên và điểm trung bình chung các môn xét tuyển từ 7,0 trở lên (không nhân hệ số, không cộng điểm ưu tiên). Chứng chỉ ngoại ngữ: Các ngành Ngôn ngữ: IELTS đạt 6.0 (hoặc các chứng chỉ khác tương đương). Các ngành còn lại: IELTS đạt 5.5 (hoặc các chứng chỉ khác tương đương). Phương thức 2: Xét học bạ HSG 3 năm THPT: Các điều kiện tương tự như phương thức 1 (không yêu cầu chứng chỉ ngoại ngữ). Phương thức 3: Xét tuyển học bạ có Chứng chỉ ngoại ngữ: Điều kiện đăng ký: Tổng điểm trung bình môn học các môn trong tổ hợp xét tuyển (Điểm Đăng ký xét tuyển - không bao gồm điểm ưu tiên) phải đạt từ 18,00 điểm trở lên đối với các ngành Công nghệ sinh học, Công tác xã hội, Xã hội học, Đông Nam Á học. Các ngành còn lại từ 20,00 điểm trở lên. Có chứng chỉ ngoại ngữ quốc tế trong thời hạn 02 năm: Các ngành Ngôn ngữ: IELTS đạt 6.0 (hoặc các chứng chỉ khác tương đương). Các ngành còn lại: IELTS đạt 5.5 (hoặc các chứng chỉ khác tương đương). Phương thức 4: Xét tuyển theo kết quả học tập THPT: Điều kiện đăng ký hồ sơ: Tổng điểm trung bình môn học các môn trong tổ hợp xét tuyển (Điểm Đăng ký xét tuyển - không bao gồm điểm ưu tiên) phải đạt từ 18,00 điểm trở lên đối với các ngành Công nghệ sinh học, Công tác xã hội, Xã hội học, Đông Nam Á học. Các ngành còn lại từ 20,00 điểm trở lên. Điểm xét tuyển (ĐXT) được quy về thang điểm 30 và làm tròn đến 02 chữ số thập phân, cộng với điểm ưu tiên khu vực, đối tượng. Trường hợp tổ hợp xét tuyển các ngành không có môn có hệ số: ĐXT = Điểm TBM1 + Điểm TBM2 + Điểm TBM3 + Điểm ưu tiên (Khu vực, đối tượng) Trường hợp tổ hợp xét tuyển các ngành có môn hệ số 2: ĐXT = \[(Điểm TBM nhân hệ số x 2) + Tổng điểm 2 môn ĐT.B còn lại] x 3/4 + Điểm ưu tiên (khu vực, đối tượng). Trong đó: Tổ hợp xét tuyển có môn chính nhân hệ số được quy định tại phụ lục đính kèm (tham khảo thông tin tuyển sinh của trường). Thí sinh có thể sử dụng chứng chỉ ngoại ngữ (Đối với môn tiếng Anh, tiếng Nhật và tiếng Trung Quốc) để quy đổi điểm đăng ký xét tuyển đối với các tổ hợp có môn Ngoại ngữ (tham khảo bảng quy đổi điểm ngoại ngữ trong thông tin tuyển sinh của trường). Lưu ý: Thông tin trên dựa trên dự kiến tuyển sinh năm 2025. Bạn nên theo dõi thông tin chính thức từ trường để có thông tin chi tiết và cập nhật nhất.",6.22,0.020128087831655993,0.9565217391304348,0.039426523297491044,0.007363854680713746,0.47717034816741943,0.534064769744873,0.6054679751396179,0.5675292611122131
Cách tính điểm ưu tiên,Thông tin về cách tính điểm ưu tiên có tại https://www.oucommunity.dev/tuyen-sinh/xet-tuyen/tinh-diem-xet-tuyen/diem-uu-tien/.,"Cách tính điểm ưu tiên tại Đại học Mở Thành phố Hồ Chí Minh Để cung cấp thông tin chính xác về cách tính điểm ưu tiên tại Đại học Mở Thành phố Hồ Chí Minh, cần xác định rõ: * Phương thức xét tuyển mà bạn quan tâm: * Xét tuyển theo kết quả học bạ THPT? * Xét tuyển theo điểm thi đánh giá năng lực? * Đối tượng ưu tiên của bạn (khu vực, đối tượng)?",4.04,0.1391304347826087,0.9411764705882353,0.24242424242424238,0.07274999134192134,0.36167269945144653,0.633317232131958,0.5909693241119385,0.611410915851593
Học bổng Thủ khoa Ngành có bao nhiêu suất và giá trị thế nào?,"Có 68 suất học bổng Thủ khoa Ngành, tân sinh viên nhận học bổng toàn phần suốt 4 năm học, riêng năm nhất nhận 150% học phí.","Thông tin về Học bổng Thủ khoa Ngành Đại học Mở TP.HCM năm 2025 Theo thông tin được cung cấp, năm 2025, Đại học Mở TP.HCM có 68 suất học bổng Thủ khoa Ngành. Giá trị học bổng: Tân sinh viên có điểm cao nhất mỗi ngành sẽ nhận được học bổng toàn phần trong suốt 4 năm học. Riêng năm nhất, sinh viên sẽ được nhận 150% học phí .",9.58,0.4339622641509434,1.0,0.6052631578947368,0.22111717237513642,0.8947475552558899,0.7586200833320618,0.867524266242981,0.8094254732131958
Có bao nhiêu suất học bổng Khuyến khích học tập và mức học bổng là bao nhiêu?,"Có 400 suất học bổng Khuyến khích học tập học kỳ 1 năm nhất với mức 100% học phí (200 suất), 70% học phí (100 suất) và 50% học phí (100 suất).","Thông tin về học bổng Khuyến khích học tập tại Đại học Mở Thành phố Hồ Chí Minh Trường Đại học Mở Thành phố Hồ Chí Minh dành **đến 20%** kinh phí nhà trường cho các loại học bổng khác nhau, bao gồm: Học bổng tuyển sinh Học bổng tài năng Học bổng khuyến khích học tập Học bổng sinh viên giỏi Học bổng vượt khó Tuy nhiên, hiện tại không có thông tin cụ thể về số lượng suất học bổng Khuyến khích học tập và mức học bổng là bao nhiêu từ các tài liệu được cung cấp. Để biết thông tin chi tiết, bạn có thể liên hệ trực tiếp với trường Đại học Mở Thành phố Hồ Chí Minh qua các kênh sau: **Kênh tư vấn tuyển sinh trực tuyến:** https://www.facebook.com/tuyensinh.ou.edu.vn/ **Website tuyển sinh:** https://tuyensinh.ou.edu.vn/ **Email:** tuyensinh@ou.edu.vn **Hotline:** 1800585884",4.02,0.13901345291479822,0.62,0.2271062271062271,0.02876879290469115,0.48228633403778076,0.5783054232597351,0.6826567649841309,0.6261632442474365
Chương trình đào tạo ngành Khoa học máy tính kéo dài bao lâu?,Chương trình đào tạo đại học ngành Khoa học máy tính có thời gian là 4 năm.,"Thời gian đào tạo ngành Khoa học máy tính tại Đại học Mở Thành phố Hồ Chí Minh Chương trình đào tạo ngành Khoa học máy tính tại Đại học Mở Thành phố Hồ Chí Minh bao gồm chương trình chuẩn và chương trình chất lượng cao, đều là chương trình đại học chính quy. Thời gian đào tạo hệ đại trà và chất lượng cao kéo dài 4 năm . Đối với hệ đại học bằng thứ 2 chính quy, thời gian đào tạo dự kiến là 2 năm , tùy thuộc vào ngành đào tạo và khối lượng môn học được xét miễn sau khi trúng tuyển.",9.21,0.14457831325301204,0.8888888888888888,0.24870466321243523,0.020351030248033045,0.7718687057495117,0.7109171748161316,0.8474470376968384,0.7732014060020447
Các chuyên ngành trong ngành Khoa học máy tính là gì?,"Ngành Khoa học máy tính có 04 hướng chuyên ngành là Mạng máy tính, Công nghệ phần mềm, Trí tuệ nhân tạo, Khoa học dữ liệu.","Các chuyên ngành thuộc ngành Khoa học máy tính tại Đại học Mở Thành phố Hồ Chí Minh Ngành Khoa học máy tính tại Đại học Mở TP.HCM có các chuyên ngành sau: Chương trình chuẩn: Mạng máy tính: Đào tạo ""chuyên viên lập trình các ứng dụng mạng, chuyên viên thiết kế - triển khai mạng và chuyên viên quản trị hệ thống mạng cho các doanh nghiệp."" Công nghệ phần mềm: Đào tạo ""kỹ sư phát triển phần mềm (WebApp, MobileApp, HybridApp), chuyên viên phân tích nghiệp vụ các sản phẩm phần mềm, chuyên viên thiết kế dữ liệu, kiểm thử viên phần mềm, quản lý các dự án phần mềm."" Trí tuệ nhân tạo: Đào tạo ""kỹ sư phát triển ứng dụng tích hợp các tính năng thông minh, chuyên viên phòng nghiên cứu & phát triển (Research & Development) của các công ty phát triển phần mềm."" Khoa học dữ liệu: Đào tạo ""chuyên viên phân tích và khai thác dữ liệu có cấu trúc và phi cấu trúc, kỹ sư phát triển các ứng dụng tương tác dữ liệu, trực quan hóa dữ liệu, các hệ thống hỗ trợ quyết định, chuyên viên phòng nghiên cứu & phát triển (Research & Development) về phân tích dữ liệu."" Khoa học máy tính Công nghệ thông tin Chương trình chất lượng cao: Công nghệ phần mềm Trí tuệ nhân tạo Khoa học máy tính",5.52,0.10594315245478036,0.9534883720930233,0.19069767441860466,0.014172990074624584,0.7255803346633911,0.6388753652572632,0.7948585152626038,0.7083818316459656
Sinh viên tốt nghiệp chuyên ngành Mạng máy tính có thể làm những công việc gì?,"Sau khi tốt nghiệp chuyên ngành Mạng máy tính, sinh viên có thể đảm nhận các công việc như chuyên viên lập trình các ứng dụng mạng, chuyên viên thiết kế - triển khai mạng và chuyên viên quản trị hệ thống mạng cho các doanh nghiệp.",Cơ hội nghề nghiệp cho sinh viên tốt nghiệp chuyên ngành Mạng máy tính tại Đại học Mở Thành phố Hồ Chí Minh Sinh viên tốt nghiệp chuyên ngành Mạng máy tính có thể đảm nhận các công việc sau: Chuyên viên lập trình các ứng dụng mạng Chuyên viên thiết kế - triển khai mạng Chuyên viên quản trị hệ thống mạng cho các doanh nghiệp,4.79,0.6636363636363637,0.948051948051948,0.7807486631016044,0.4619007456424659,0.9344348907470703,0.8163556456565857,0.8589745163917542,0.8371229767799377
Ngành Hệ thống thông tin quản lý đào tạo những kiến thức gì?,"Ngành Hệ thống thông tin quản lý đào tạo các cử nhân có kiến thức chuyên sâu về hệ thống thông tin quản lý; có khả năng vận dụng kiến thức CNTT, kinh tế và quản trị vào quản lý hệ thống thông tin trong doanh nghiệp.","Kiến thức được đào tạo trong ngành Hệ thống thông tin quản lý tại Đại học Mở TP.HCM Ngành Hệ thống thông tin quản lý trang bị cho sinh viên kiến thức chuyên sâu về hệ thống thông tin quản lý, giúp họ có khả năng: Vận dụng các kiến thức cơ bản của lĩnh vực CNTT. Vận dụng các kiến thức về kinh tế và quản trị. Quản lý các hệ thống thông tin trong doanh nghiệp. Ngành Hệ thống thông tin quản lý thuộc chương trình chuẩn, với các tổ hợp xét tuyển sau: A00 (Toán, Lý, Hóa) A01 (Toán, Lý, Anh) D01 (Toán, Văn, Anh) D07 (Toán, Hóa, Anh)",2.75,0.37142857142857144,0.9027777777777778,0.5263157894736843,0.1614224601133101,0.8096082210540771,0.7192809581756592,0.8384328484535217,0.7742998600006104
Mã ngành Trí tuệ nhân tạo là gì?,Mã ngành Trí tuệ nhân tạo là 7480107.,"Mã ngành Trí tuệ nhân tạo tại Đại học Mở Thành phố Hồ Chí Minh Mã ngành Trí tuệ nhân tạo của trường Đại học Mở Thành phố Hồ Chí Minh là 7480107 . Để biết thông tin chi tiết về mã ngành này cho từng hệ đào tạo (chính quy, chất lượng cao, v.v.), bạn nên cung cấp thêm thông tin cụ thể để có được câu trả lời chính xác nhất.",7.3,0.10679611650485436,1.0,0.19298245614035087,0.05318827859531979,0.515690803527832,0.6512507796287537,0.8652830719947815,0.7431634664535522
Vị trí việc làm cho cử nhân ngành Trí tuệ nhân tạo là gì?,Vị trí việc làm cho cử nhân ngành Trí tuệ nhân tạo là AI Engineer (Lập trình viên phát triển phần mềm liên quan ứng dụng trí tuệ nhân tạo) và R&D Engineer (Chuyên viên nghiên cứu và phát triển).,"Vị trí việc làm cho cử nhân ngành Trí tuệ nhân tạo (AI Engineer) Theo thông tin được cung cấp, cử nhân ngành Trí tuệ nhân tạo có thể đảm nhận các vị trí việc làm sau: AI Engineer (Lập trình viên phát triển phần mềm liên quan ứng dụng trí tuệ nhân tạo): Có triển vọng thăng tiến lên trưởng nhóm phát triển (Team Leader), giám đốc kỹ thuật (Technical director), quản lý dự án phần mềm (Software project manager). R&D Engineer (Chuyên viên nghiên cứu và phát triển): Có triển vọng phát triển lên trưởng phòng nghiên cứu và phát triển, hoặc tiếp tục học lên ở bậc học cao hơn và thực hiện nghiên cứu chuyên sâu. Trainer (Chuyên viên huấn luyện, đào tạo và nghiên cứu): Có triển vọng trở thành tư vấn, cố vấn các vấn đề trong lĩnh vực công nghệ thông tin, hoặc tiếp tục học lên ở bậc cao hơn và thực hiện nghiên cứu chuyên sâu. Research scientist (Chuyên gia nghiên cứu): Thực hiện các nghiên cứu để nâng cao công nghệ trong AI, phát triển các thuật toán, mô hình mới, cũng như giải quyết các thách thức trong lĩnh vực trí tuệ nhân tạo.",6.44,0.1903323262839879,1.0,0.31979695431472077,0.13104962315603205,0.8299976587295532,0.7163907289505005,0.871418833732605,0.7863366007804871
Chương trình đào tạo của Khoa CNTT,"Chương trình đào tạo của Khoa CNTT được thiết kế theo học chế tín chỉ, tham khảo từ những chương trình đào tạo CNTT tiên tiến của các trường ĐH trong và ngoài nước (theo tổ chức ACM).","Chương trình đào tạo của Khoa Công nghệ Thông tin (CNTT) tại Đại học Mở Thành phố Hồ Chí Minh Khoa Công nghệ Thông tin (CNTT) của Đại học Mở Thành phố Hồ Chí Minh hiện đang đào tạo các chương trình ở bậc Đại học (4 năm). Các chương trình đào tạo hệ đại trà bao gồm: Khoa học máy tính Công nghệ thông tin Công nghệ thông tin tăng cường tiếng Nhật Hệ thống thông tin quản lý Trí tuệ nhân tạo Ngoài ra, khoa còn có chương trình chất lượng cao: Khoa học máy tính Các ngành đào tạo cụ thể của Khoa CNTT bao gồm: Chương trình chuẩn: Khoa học dữ liệu (7460108) Khoa học máy tính (7480101) Công nghệ thông tin (7480201) Trí tuệ nhân tạo (7480107) Chương trình chất lượng cao: Khoa học máy tính (7480101C) Để biết thêm thông tin chi tiết về chương trình đào tạo (ví dụ: hệ chính quy, hệ đào tạo từ xa, chương trình liên kết quốc tế, học phí), vui lòng cung cấp thêm thông tin cụ thể.",5.54,0.15328467153284672,0.7241379310344828,0.25301204819277107,0.0336546680802317,0.7388330698013306,0.6390157341957092,0.7313424348831177,0.6820688843727112
Khoa CNTT xét tuyển theo những phương thức nào?,"Khoa CNTT xét tuyển trong hệ thống tuyển sinh chung của trường theo quy định của Bộ GD&ĐT, cả 05 ngành (KHMT, KHMT CLC, HTTT Quản lý, CNTT, Trí tuệ nhân tạo) theo các phương thức tuyển sinh của trường.","Phương thức xét tuyển Khoa Công nghệ Thông tin - Đại học Mở TP.HCM Để cung cấp thông tin chính xác nhất về phương thức xét tuyển của Khoa Công nghệ Thông tin (CNTT), cần xác định rõ bạn quan tâm đến chương trình đại trà hay chương trình chất lượng cao. Tuy nhiên, dựa trên thông tin hiện có, Khoa CNTT xét tuyển theo các phương thức sau: Dựa trên kết quả Thi tốt nghiệp trung học phổ thông theo các môn thuộc khối A, A1, D1 và D7 (riêng ngành Khoa học Máy tính, ngành Khoa học Máy tính (chất lượng cao) và ngành Công nghệ thông tin, điểm môn Toán được tính hệ số 2). Xét tuyển học bạ : dựa trên kết quả học tập 03 năm THPT (điểm lớp 10, 11 và HK1 lớp 12). Xét tuyển thẳng, ưu tiên xét tuyển theo quy định của Bộ GD&ĐT. Ưu tiên xét tuyển Học sinh giỏi 3 năm THPT. Ưu tiên xét tuyển đối với thí sinh có: kết quả thi tú tài quốc tế (IB), chứng chỉ quốc tế A-level của trung tâm khảo thí ĐH Cambridge (Anh), kết quả kỳ thi SAT đạt tiêu chuẩn. Ưu tiên xét tuyển thẳng học bạ có CC ngoại ngữ đạt tiêu chuẩn.",3.02,0.10638297872340426,0.603448275862069,0.18087855297157623,0.03612052372042765,0.6887481808662415,0.6535934209823608,0.7448276877403259,0.6962344646453857
Cơ hội việc làm cho sinh viên tốt nghiệp khối ngành Công nghệ thông tin là gì?,"Sinh viên tốt nghiệp lĩnh vực/khối ngành Công nghệ thông tin hứa hẹn những cơ hội nghề nghiệp phong phú, công việc làm ổn định tại các doanh nghiệp trong và ngoài nước với nguồn thu nhập hấp dẫn.","Cơ hội việc làm cho sinh viên tốt nghiệp khối ngành Công nghệ thông tin tại Đại học Mở Thành phố Hồ Chí Minh Sinh viên tốt nghiệp khối ngành Công nghệ thông tin có nhiều cơ hội việc làm hấp dẫn, cụ thể: Các vị trí việc làm phổ biến: Lập trình viên: Phát triển phần mềm, ứng dụng trên nhiều nền tảng (Web, Mobile, ...). Chuyên viên: Phân tích và khai thác dữ liệu. Quản trị và vận hành hệ thống thông tin, web, thương mại điện tử. Thiết kế, triển khai và quản trị hệ thống mạng. An toàn và bảo mật thông tin. Tư vấn, cố vấn, huấn luyện và đào tạo. Nghiên cứu viên: Trong lĩnh vực CNTT. Kỹ sư: Phát triển phần mềm, các ứng dụng thông minh. Kiểm thử viên phần mềm. Quản lý các dự án phần mềm. Các lĩnh vực làm việc: Các doanh nghiệp, công ty có ứng dụng trực tiếp hoặc gián tiếp đến lĩnh vực CNTT tại Việt Nam và một số nước tiên tiến trên thế giới (ví dụ: Nhật Bản). Các cơ sở trung cấp chuyên nghiệp, Cao đẳng, Đại học về CNTT (vai trò nghiên cứu viên, giảng dạy). Các cơ quan kinh tế, sản xuất, quản lý,... Mức lương tham khảo: Sau khi làm việc từ 1-5 năm, có thể có thu nhập từ 700 USD đến 1500 USD/tháng. Một số trường hợp xuất sắc có thể có mức thu nhập cao hơn rất nhiều, có thể lên đến vài ngàn USD/tháng. Nhu cầu tuyển dụng: Nhu cầu tuyển dụng nhân lực các ngành khối Công nghệ thông tin sẽ rất lớn kể cả trong nước và nước ngoài, nhất là trong giai đoạn công nghiệp 4.0.",4.21,0.11373390557939914,0.803030303030303,0.19924812030075187,0.004452217884733594,0.5865041017532349,0.6317763328552246,0.7400608062744141,0.6816449165344238
